arrival_id,arrival_date,mandi_id,crop,variety,arrival_quintal,was_negative_qty,farmer_count
ARR0007247,2026-07-20,MANDI004,Maize,Pusa-1121,485.12,False,59.0
ARR0018889,2026-07-20,MANDI006,Sugarcane,Pusa-1121,227.02,False,141.0
ARR0015789,2026-07-20,MANDI007,Sugarcane,Premium,3.38,True,
ARR0004710,2026-07-20,MANDI007,Cotton,PBW-343,358.55,False,
ARR0023964,2026-07-20,MANDI008,Paddy,,81.67,False,
ARR0021044,2026-07-20,MANDI008,Paddy,HD-2967,55.71,False,64.0
ARR0014088,2026-07-20,MANDI008,Wheat,Hybrid,4.64,False,
ARR0019398,2026-07-20,MANDI009,Sugarcane,,108.69,False,76.0
ARR0008177,2026-07-20,MANDI009,Maize,Pusa-1121,219.98,False,56.0
ARR0011028,2026-07-20,MANDI010,Cotton,Premium,477.47,False,44.0
ARR0004587,2026-07-20,MANDI010,Wheat,Hybrid,256.95,False,131.0
ARR0012228,2026-07-20,MANDI011,Sugarcane,Pusa-1121,1.92,False,125.0
ARR0016594,2026-07-20,MANDI011,Maize,Pusa-1121,108.47,False,53.0
ARR0015102,2026-07-20,MANDI012,Wheat,Premium,244.91,False,103.0
ARR0017591,2026-07-20,MANDI013,Maize,Premium,3.35,False,53.0
ARR0014273,2026-07-20,MANDI013,Sugarcane,HD-2967,457.18,False,126.0
ARR0023223,2026-07-20,MANDI013,Sugarcane,Premium,18.81,False,71.0
ARR0000614,2026-07-20,MANDI014,Wheat,Hybrid,175.77,False,19.0
ARR0014269,2026-07-20,MANDI014,Rice,HD-2967,2.98,True,
ARR0008673,2026-07-20,MANDI016,Wheat,Hybrid,1.54,False,46.0
ARR0011308,2026-07-20,MANDI016,Cotton,Local,47.22,False,89.0
ARR0016272,2026-07-20,MANDI017,Cotton,,23.53,False,104.0
ARR0008951,2026-07-20,MANDI018,Wheat,,457.88,False,
ARR0015883,2026-07-20,MANDI018,Maize,PBW-343,35.98,False,104.0
ARR0002254,2026-07-20,MANDI019,Maize,PBW-343,256.73,False,36.0
ARR0016127,2026-07-20,MANDI020,Mustard,Pusa-1121,175.79,False,126.0
ARR0016940,2026-07-20,MANDI020,Mustard,Pusa-1121,349.04,False,82.0
ARR0009215,2026-07-20,MANDI023,Sugarcane,HD-2967,100.89,False,36.0
ARR0009544,2026-07-20,MANDI023,Rice,Local,96.57,False,82.0
ARR0023986,2026-07-20,MANDI023,Wheat,PBW-343,1.56,False,106.0
ARR0023311,2026-07-20,MANDI024,Maize,Premium,292.17,False,
ARR0007656,2026-07-20,MANDI026,Wheat,Premium,143.51,False,
ARR0013086,2026-07-20,MANDI026,Maize,Premium,492.03,False,
ARR0016763,2026-07-20,MANDI026,Cotton,,493.9,False,7.0
ARR0016293,2026-07-20,MANDI027,Sugarcane,HD-2967,205.88,False,93.0
ARR0009465,2026-07-20,MANDI027,Sugarcane,HD-2967,121.19,False,
ARR0004126,2026-07-20,MANDI028,Wheat,,99.07,False,78.0
ARR0002389,2026-07-20,MANDI028,Sugarcane,HD-2967,34.17,False,89.0
ARR0001947,2026-07-20,MANDI028,Wheat,,172.02,False,
ARR0002389,2026-07-20,MANDI028,Sugarcane,HD-2967,34.17,False,89.0
ARR0022094,2026-07-20,MANDI029,Maize,Hybrid,280.31,False,34.0
ARR0006941,2026-07-20,MANDI029,Wheat,Hybrid,42.35,False,
ARR0014535,2026-07-20,MANDI029,Sugarcane,PBW-343,330.12,False,
ARR0013421,2026-07-20,MANDI031,Rice,HD-2967,221.0,False,104.0
ARR0001984,2026-07-20,MANDI031,Mustard,,227.47,False,118.0
ARR0019855,2026-07-20,MANDI031,Mustard,HD-2967,0.23,False,
ARR0007804,2026-07-20,MANDI033,Maize,HD-2967,347.81,True,87.0
ARR0005680,2026-07-20,MANDI033,Maize,HD-2967,7.02,False,
ARR0001773,2026-07-20,MANDI033,Sugarcane,PBW-343,386.38,False,28.0
ARR0023567,2026-07-20,MANDI034,Sugarcane,Pusa-1121,345.82,False,52.0
ARR0016264,2026-07-20,MANDI036,Wheat,Local,8.94,False,69.0
ARR0015237,2026-07-20,MANDI037,Mustard,Premium,357.56,False,13.0
ARR0014986,2026-07-20,MANDI038,Mustard,PBW-343,230.69,False,98.0
ARR0020457,2026-07-20,MANDI038,Mustard,HD-2967,479.23,False,
ARR0010461,2026-07-20,MANDI039,Maize,HD-2967,349.4,False,39.0
ARR0016747,2026-07-20,MANDI039,Maize,Premium,8.89,False,124.0
ARR0004077,2026-07-20,MANDI040,Rice,Pusa-1121,224.1,False,134.0
ARR0012937,2026-07-20,MANDI040,Sugarcane,Pusa-1121,36.17,False,98.0
ARR0001967,2026-07-20,MANDI041,Maize,Local,0.78,True,128.0
ARR0023545,2026-07-20,MANDI041,Maize,PBW-343,93.93,False,
ARR0003818,2026-07-20,MANDI042,Wheat,HD-2967,151.34,False,31.0
ARR0004757,2026-07-20,MANDI042,Sugarcane,Hybrid,368.72,False,
ARR0016164,2026-07-20,MANDI042,Sugarcane,Pusa-1121,305.27,False,7.0
ARR0003924,2026-07-20,MANDI044,Sugarcane,Hybrid,371.95,False,137.0
ARR0000896,2026-07-20,MANDI044,Wheat,,67.78,False,96.0
ARR0004485,2026-07-20,MANDI046,Sugarcane,PBW-343,6.05,False,
ARR0002603,2026-07-20,MANDI046,Paddy,HD-2967,478.44,False,89.0
ARR0022411,2026-07-20,MANDI046,Rice,,158.78,False,47.0
ARR0014601,2026-07-20,MANDI047,Wheat,,330.65,False,98.0
ARR0017562,2026-07-20,MANDI047,Maize,Premium,181.12,False,32.0
ARR0006839,2026-07-20,MANDI047,Rice,Pusa-1121,90.77,False,103.0
ARR0012082,2026-07-20,MANDI048,Maize,HD-2967,215.94,False,141.0
ARR0000010,2026-07-20,MANDI048,Mustard,Local,313.44,False,126.0
ARR0009864,2026-07-20,MANDI049,Sugarcane,Local,408.36,False,124.0
ARR0005372,2026-07-20,MANDI049,Mustard,HD-2967,96.53,False,149.0
ARR0013360,2026-07-20,MANDI049,Mustard,,476.57,False,119.0
ARR0016612,2026-07-20,MANDI050,Sugarcane,Pusa-1121,284.72,False,20.0
ARR0015506,2026-07-20,MANDI050,Sugarcane,Pusa-1121,235.8,False,
ARR0015506,2026-07-20,MANDI050,Sugarcane,Pusa-1121,235.8,False,
ARR0018538,2026-07-20,MANDI050,Maize,Hybrid,27.37,False,48.0
ARR0000807,2026-07-20,MANDI050,Sugarcane,PBW-343,9.18,False,115.0
ARR0004700,2026-07-20,MANDI052,Sugarcane,PBW-343,279.66,False,13.0
ARR0013957,2026-07-20,MANDI052,Rice,,57.73,False,38.0
ARR0021944,2026-07-20,MANDI052,Maize,Local,284.6,False,103.0
ARR0002002,2026-07-20,MANDI053,Wheat,Pusa-1121,426.16,False,27.0
ARR0005849,2026-07-20,MANDI053,Cotton,,408.86,False,
ARR0016546,2026-07-20,MANDI053,Wheat,HD-2967,399.13,False,70.0
ARR0009556,2026-07-20,MANDI054,Sugarcane,Local,304.24,False,
ARR0002692,2026-07-20,MANDI054,Mustard,PBW-343,385.04,True,131.0
ARR0002273,2026-07-20,MANDI054,Sugarcane,HD-2967,122.74,False,70.0
ARR0010091,2026-07-20,MANDI056,Maize,Hybrid,70.74,False,26.0
ARR0018483,2026-07-20,MANDI056,Wheat,Pusa-1121,8.78,False,127.0
ARR0023483,2026-07-20,MANDI056,Sugarcane,Hybrid,338.11,False,113.0
ARR0009114,2026-07-20,MANDI057,Maize,HD-2967,400.92,False,12.0
ARR0020071,2026-07-21,MANDI002,Sugarcane,Local,473.34,False,134.0
ARR0000710,2026-07-21,MANDI004,Cotton,Premium,91.25,False,27.0
ARR0002139,2026-07-21,MANDI005,Sugarcane,HD-2967,459.87,False,102.0
ARR0018137,2026-07-21,MANDI005,Wheat,HD-2967,203.28,False,33.0
ARR0010204,2026-07-21,MANDI006,Paddy,,25.84,False,102.0
ARR0019252,2026-07-21,MANDI006,Sugarcane,Hybrid,31.31,False,81.0
ARR0021352,2026-07-21,MANDI006,Wheat,Hybrid,320.82,False,84.0
ARR0015136,2026-07-21,MANDI007,Paddy,,353.79,False,27.0
ARR0021258,2026-07-21,MANDI007,Cotton,Local,271.86,False,61.0
ARR0009908,2026-07-21,MANDI007,Cotton,,4.64,True,24.0
ARR0019895,2026-07-21,MANDI007,Cotton,Pusa-1121,9.26,False,
ARR0003481,2026-07-21,MANDI008,Sugarcane,HD-2967,406.38,False,21.0
ARR0013085,2026-07-21,MANDI009,Wheat,PBW-343,308.6,False,76.0
ARR0001418,2026-07-21,MANDI009,Cotton,HD-2967,138.57,False,27.0
ARR0011410,2026-07-21,MANDI010,Maize,PBW-343,473.84,False,150.0
ARR0011795,2026-07-21,MANDI010,Sugarcane,,434.54,False,
,2026-07-21,MANDI011,Wheat,Hybrid,159.71,False,33.0
ARR0016402,2026-07-21,MANDI011,Sugarcane,Premium,453.81,False,105.0
ARR0020977,2026-07-21,MANDI012,Rice,,303.13,False,112.0
ARR0022054,2026-07-21,MANDI014,Mustard,HD-2967,215.95,False,100.0
ARR0021582,2026-07-21,MANDI014,Paddy,Pusa-1121,1.02,True,19.0
ARR0010474,2026-07-21,MANDI014,Rice,HD-2967,11.02,False,
ARR0021085,2026-07-21,MANDI016,Mustard,Pusa-1121,390.57,False,88.0
ARR0008063,2026-07-21,MANDI016,Rice,HD-2967,61.3,False,45.0
ARR0005896,2026-07-21,MANDI016,Rice,Premium,308.02,False,34.0
ARR0020304,2026-07-21,MANDI017,Mustard,,3.89,False,150.0
ARR0004819,2026-07-21,MANDI017,Cotton,PBW-343,409.25,False,46.0
ARR0016713,2026-07-21,MANDI018,Mustard,Hybrid,191.27,False,28.0
ARR0019715,2026-07-21,MANDI019,Paddy,PBW-343,12.2,False,45.0
ARR0013663,2026-07-21,MANDI019,Maize,PBW-343,252.75,False,141.0
ARR0017565,2026-07-21,MANDI020,Rice,Premium,122.76,False,
ARR0017808,2026-07-21,MANDI021,Sugarcane,,224.28,False,141.0
ARR0002015,2026-07-21,MANDI021,Mustard,HD-2967,433.87,True,30.0
ARR0022810,2026-07-21,MANDI022,Paddy,Pusa-1121,326.51,False,131.0
,2026-07-21,MANDI022,Cotton,,92.04,False,
ARR0022810,2026-07-21,MANDI022,Paddy,Pusa-1121,326.51,False,131.0
ARR0015676,2026-07-21,MANDI022,Mustard,Hybrid,140.46,False,93.0
ARR0022854,2026-07-21,MANDI024,Sugarcane,Hybrid,343.75,False,83.0
ARR0016640,2026-07-21,MANDI024,Sugarcane,Pusa-1121,442.73,False,34.0
ARR0005926,2026-07-21,MANDI025,Wheat,,477.35,True,58.0
ARR0021929,2026-07-21,MANDI025,Rice,HD-2967,5.61,False,15.0
ARR0018279,2026-07-21,MANDI025,Wheat,PBW-343,431.99,False,
ARR0022586,2026-07-21,MANDI025,Mustard,Premium,32.54,False,148.0
ARR0024444,2026-07-21,MANDI025,Wheat,HD-2967,178.01,False,124.0
ARR0018132,2026-07-21,MANDI026,Cotton,HD-2967,329.16,False,18.0
ARR0004059,2026-07-21,MANDI027,Wheat,Hybrid,427.13,False,
ARR0019823,2026-07-21,MANDI028,Mustard,,478.12,False,123.0
ARR0023960,2026-07-21,MANDI029,Maize,Premium,99.3,False,
ARR0007039,2026-07-21,MANDI030,Mustard,HD-2967,77.73,False,62.0
ARR0006745,2026-07-21,MANDI030,Mustard,HD-2967,184.02,False,
ARR0019260,2026-07-21,MANDI030,Paddy,Hybrid,8.35,False,80.0
ARR0015877,2026-07-21,MANDI030,Wheat,HD-2967,171.58,False,36.0
ARR0006612,2026-07-21,MANDI031,Cotton,PBW-343,436.9,False,145.0
ARR0015497,2026-07-21,MANDI032,Rice,PBW-343,330.9,False,5.0
ARR0010007,2026-07-21,MANDI032,Cotton,Pusa-1121,214.98,False,121.0
ARR0021727,2026-07-21,MANDI032,Cotton,HD-2967,0.94,False,136.0
ARR0003785,2026-07-21,MANDI033,Wheat,,446.12,False,38.0
ARR0003785,2026-07-21,MANDI033,Wheat,,446.12,False,38.0
ARR0020638,2026-07-21,MANDI035,Sugarcane,HD-2967,100.55,False,136.0
ARR0019913,2026-07-21,MANDI036,Wheat,Hybrid,466.81,False,144.0
ARR0018781,2026-07-21,MANDI036,Wheat,PBW-343,291.61,False,42.0
ARR0000870,2026-07-21,MANDI036,Maize,Local,418.74,False,42.0
ARR0004365,2026-07-21,MANDI037,Cotton,Hybrid,361.12,False,36.0
ARR0000721,2026-07-21,MANDI039,Sugarcane,,394.58,False,119.0
ARR0010094,2026-07-21,MANDI039,Cotton,PBW-343,203.04,False,145.0
ARR0009205,2026-07-21,MANDI039,Paddy,Pusa-1121,72.7,False,
ARR0010303,2026-07-21,MANDI040,Paddy,PBW-343,404.87,False,
ARR0019346,2026-07-21,MANDI040,Cotton,Premium,60.74,False,8.0
ARR0012074,2026-07-21,MANDI041,Cotton,HD-2967,251.03,False,99.0
ARR0004482,2026-07-21,MANDI041,Wheat,Local,364.68,False,100.0
ARR0003669,2026-07-21,MANDI044,Maize,HD-2967,145.78,False,150.0
ARR0019094,2026-07-21,MANDI044,Wheat,Hybrid,179.13,False,20.0
ARR0002893,2026-07-21,MANDI045,Mustard,,410.14,False,43.0
ARR0020168,2026-07-21,MANDI047,Mustard,Pusa-1121,330.52,False,
ARR0019208,2026-07-21,MANDI047,Cotton,Local,166.74,False,132.0
ARR0007691,2026-07-21,MANDI047,Mustard,Local,285.74,False,53.0
ARR0018247,2026-07-21,MANDI048,Cotton,Hybrid,382.31,False,50.0
ARR0017304,2026-07-21,MANDI048,Mustard,Pusa-1121,226.35,False,77.0
ARR0006225,2026-07-21,MANDI049,Rice,Hybrid,214.3,False,
ARR0019989,2026-07-21,MANDI049,Rice,Local,75.46,False,5.0
ARR0003726,2026-07-21,MANDI050,Rice,Premium,312.01,False,129.0
ARR0021704,2026-07-21,MANDI050,Wheat,,67.18,False,39.0
ARR0017942,2026-07-21,MANDI050,Maize,Pusa-1121,92.53,False,88.0
ARR0004682,2026-07-21,MANDI050,Mustard,Pusa-1121,442.12,False,57.0
ARR0009886,2026-07-21,MANDI050,Cotton,,460.22,False,10.0
ARR0017948,2026-07-21,MANDI051,Mustard,HD-2967,341.04,False,
ARR0007471,2026-07-21,MANDI051,Wheat,PBW-343,459.33,False,55.0
ARR0023008,2026-07-21,MANDI052,Cotton,Local,88.64,False,105.0
ARR0012371,2026-07-21,MANDI052,Wheat,Hybrid,424.3,False,142.0
ARR0007070,2026-07-21,MANDI052,Paddy,,389.98,False,48.0
ARR0000947,2026-07-21,MANDI053,Maize,Premium,2.72,True,146.0
ARR0024700,2026-07-21,MANDI053,Mustard,Pusa-1121,125.29,False,103.0
ARR0020905,2026-07-21,MANDI054,Rice,Local,243.56,False,24.0
ARR0018271,2026-07-21,MANDI054,Cotton,Local,173.01,True,
ARR0018584,2026-07-21,MANDI054,Mustard,HD-2967,34.73,False,81.0
ARR0009146,2026-07-21,MANDI054,Cotton,HD-2967,499.0,False,21.0
,2026-07-21,MANDI056,Paddy,Premium,4.62,False,80.0
ARR0001162,2026-07-21,MANDI056,Rice,PBW-343,214.01,False,
ARR0023565,2026-07-21,MANDI056,Maize,Pusa-1121,371.75,False,94.0
ARR0019591,2026-07-21,MANDI057,Cotton,HD-2967,39.8,False,124.0
ARR0008322,2026-07-21,MANDI057,Paddy,Premium,23.3,False,23.0
ARR0008169,2026-07-22,MANDI001,Maize,,460.56,False,13.0
,2026-07-22,MANDI003,Mustard,Premium,3.22,False,150.0
ARR0000559,2026-07-22,MANDI004,Maize,Pusa-1121,236.62,False,110.0
ARR0018103,2026-07-22,MANDI005,Mustard,Local,402.0,False,46.0
ARR0008021,2026-07-22,MANDI006,Maize,Pusa-1121,337.45,False,75.0
ARR0018620,2026-07-22,MANDI006,Mustard,HD-2967,66.1,False,42.0
ARR0023619,2026-07-22,MANDI007,Sugarcane,Hybrid,336.74,False,6.0
ARR0012460,2026-07-22,MANDI008,Wheat,PBW-343,312.61,False,
ARR0008598,2026-07-22,MANDI008,Maize,Premium,488.48,False,70.0
ARR0012508,2026-07-22,MANDI009,Wheat,PBW-343,249.99,False,32.0
ARR0000256,2026-07-22,MANDI010,Sugarcane,,6.66,False,133.0
ARR0013649,2026-07-22,MANDI010,Maize,,179.01,False,99.0
ARR0006466,2026-07-22,MANDI011,Cotton,HD-2967,79.91,False,146.0
ARR0001465,2026-07-22,MANDI012,Mustard,Hybrid,464.28,False,
ARR0015118,2026-07-22,MANDI012,Sugarcane,Premium,7.42,False,39.0
ARR0023179,2026-07-22,MANDI012,Mustard,HD-2967,307.53,False,55.0
ARR0013411,2026-07-22,MANDI013,Wheat,,168.55,False,146.0
ARR0009624,2026-07-22,MANDI014,Sugarcane,Local,411.53,False,5.0
ARR0020998,2026-07-22,MANDI014,Sugarcane,HD-2967,42.97,False,82.0
ARR0010580,2026-07-22,MANDI015,Rice,Premium,352.84,False,101.0
ARR0006878,2026-07-22,MANDI015,Maize,,414.09,False,81.0
ARR0010580,2026-07-22,MANDI015,Rice,Premium,352.84,False,101.0
ARR0014951,2026-07-22,MANDI016,Mustard,Premium,228.4,False,123.0
,2026-07-22,MANDI017,Cotton,Local,258.39,False,49.0
ARR0018764,2026-07-22,MANDI018,Maize,Local,189.72,False,
ARR0016725,2026-07-22,MANDI018,Mustard,,60.97,False,84.0
ARR0011642,2026-07-22,MANDI018,Sugarcane,,269.73,False,74.0
ARR0004722,2026-07-22,MANDI019,Cotton,Pusa-1121,471.29,False,
ARR0008836,2026-07-22,MANDI019,Maize,Pusa-1121,247.64,False,43.0
ARR0020378,2026-07-22,MANDI019,Wheat,Hybrid,126.21,False,
ARR0007912,2026-07-22,MANDI020,Maize,Premium,85.1,False,
ARR0023196,2026-07-22,MANDI020,Wheat,Pusa-1121,57.11,False,108.0
ARR0007310,2026-07-22,MANDI020,Sugarcane,HD-2967,276.41,False,43.0
ARR0005657,2026-07-22,MANDI020,Paddy,Premium,137.7,False,83.0
ARR0015913,2026-07-22,MANDI021,Paddy,PBW-343,190.05,False,27.0
ARR0001988,2026-07-22,MANDI021,Cotton,Premium,6.09,False,32.0
,2026-07-22,MANDI022,Rice,Premium,153.33,False,42.0
ARR0005424,2026-07-22,MANDI022,Mustard,Hybrid,98.84,False,88.0
ARR0002000,2026-07-22,MANDI023,Mustard,HD-2967,73.28,False,61.0
ARR0012151,2026-07-22,MANDI023,Maize,Premium,298.37,False,98.0
ARR0022538,2026-07-22,MANDI024,Rice,,0.58,True,70.0
ARR0000190,2026-07-22,MANDI025,Maize,Local,243.32,False,32.0
ARR0000742,2026-07-22,MANDI026,Sugarcane,Premium,273.72,False,60.0
ARR0009898,2026-07-22,MANDI026,Paddy,,262.81,False,63.0
ARR0020751,2026-07-22,MANDI027,Sugarcane,PBW-343,411.75,False,68.0
ARR0003716,2026-07-22,MANDI027,Mustard,,98.05,False,123.0
ARR0016220,2026-07-22,MANDI028,Maize,Hybrid,366.14,False,53.0
ARR0009239,2026-07-22,MANDI028,Wheat,Premium,4.27,False,120.0
ARR0015666,2026-07-22,MANDI028,Maize,HD-2967,430.7,False,9.0
ARR0018539,2026-07-22,MANDI028,Sugarcane,Local,48.47,False,79.0
ARR0012338,2026-07-22,MANDI028,Paddy,Premium,162.13,False,126.0
ARR0021140,2026-07-22,MANDI029,Wheat,,105.2,False,144.0
ARR0022214,2026-07-22,MANDI030,Wheat,Hybrid,154.0,False,24.0
ARR0005844,2026-07-22,MANDI031,Wheat,,324.01,False,
ARR0017455,2026-07-22,MANDI031,Maize,Premium,426.25,False,
ARR0021811,2026-07-22,MANDI032,Rice,HD-2967,291.22,False,45.0
ARR0002622,2026-07-22,MANDI032,Maize,PBW-343,8.36,False,
ARR0014429,2026-07-22,MANDI032,Wheat,PBW-343,383.51,False,46.0
ARR0000853,2026-07-22,MANDI033,Rice,,293.16,False,26.0
ARR0000853,2026-07-22,MANDI033,Rice,,293.16,False,26.0
ARR0002714,2026-07-22,MANDI033,Maize,Local,312.2,False,121.0
ARR0006767,2026-07-22,MANDI033,Mustard,PBW-343,471.67,False,
ARR0015287,2026-07-22,MANDI034,Mustard,,495.84,False,7.0
ARR0001438,2026-07-22,MANDI034,Rice,Pusa-1121,384.54,False,91.0
ARR0007085,2026-07-22,MANDI035,Sugarcane,PBW-343,443.88,False,44.0
ARR0013737,2026-07-22,MANDI036,Maize,HD-2967,372.17,False,149.0
ARR0019583,2026-07-22,MANDI036,Cotton,,352.34,False,70.0
ARR0021756,2026-07-22,MANDI037,Wheat,Pusa-1121,397.74,False,
ARR0014430,2026-07-22,MANDI037,Sugarcane,HD-2967,404.73,False,80.0
ARR0016635,2026-07-22,MANDI037,Wheat,,300.19,False,19.0
ARR0005582,2026-07-22,MANDI039,Cotton,,200.53,False,
ARR0013928,2026-07-22,MANDI040,Wheat,,384.81,False,56.0
ARR0023093,2026-07-22,MANDI040,Maize,HD-2967,9.31,False,69.0
ARR0004708,2026-07-22,MANDI041,Wheat,HD-2967,474.28,False,57.0
ARR0000285,2026-07-22,MANDI041,Sugarcane,HD-2967,306.76,False,56.0
ARR0020441,2026-07-22,MANDI041,Wheat,,492.84,False,84.0
ARR0003751,2026-07-22,MANDI042,Sugarcane,Local,13.41,False,46.0
,2026-07-22,MANDI043,Cotton,Local,258.37,False,15.0
ARR0000069,2026-07-22,MANDI044,Cotton,Local,325.24,False,87.0
ARR0016643,2026-07-22,MANDI047,Mustard,Pusa-1121,468.85,False,
ARR0008939,2026-07-22,MANDI047,Paddy,Hybrid,427.63,True,44.0
ARR0014598,2026-07-22,MANDI047,Rice,Local,386.81,False,
ARR0019704,2026-07-22,MANDI048,Cotton,HD-2967,5.17,False,130.0
ARR0014170,2026-07-22,MANDI048,Mustard,,354.39,True,61.0
ARR0019113,2026-07-22,MANDI048,Maize,Premium,6.2,False,7.0
ARR0008718,2026-07-22,MANDI048,Sugarcane,HD-2967,310.82,False,
ARR0024582,2026-07-22,MANDI049,Rice,Hybrid,228.35,False,89.0
ARR0024307,2026-07-22,MANDI050,Mustard,PBW-343,383.52,False,45.0
ARR0018601,2026-07-22,MANDI050,Paddy,Pusa-1121,62.18,False,96.0
ARR0022638,2026-07-22,MANDI051,Wheat,Premium,482.02,False,124.0
ARR0019321,2026-07-22,MANDI051,Sugarcane,Hybrid,226.8,False,137.0
ARR0018412,2026-07-22,MANDI052,Maize,,474.37,False,65.0
ARR0017740,2026-07-22,MANDI052,Sugarcane,,465.78,False,48.0
ARR0015560,2026-07-22,MANDI056,Sugarcane,Local,386.82,False,
ARR0013454,2026-07-22,MANDI056,Cotton,Premium,231.34,False,132.0
ARR0015560,2026-07-22,MANDI056,Sugarcane,Local,386.82,False,
ARR0023696,2026-07-22,MANDI057,Maize,PBW-343,18.33,False,46.0
ARR0024150,2026-07-23,MANDI001,Sugarcane,HD-2967,2.06,True,142.0
ARR0012030,2026-07-23,MANDI002,Wheat,PBW-343,206.17,False,64.0
ARR0001521,2026-07-23,MANDI002,Wheat,HD-2967,189.97,False,150.0
ARR0020938,2026-07-23,MANDI002,Maize,,426.31,False,32.0
ARR0023899,2026-07-23,MANDI002,Cotton,,421.38,False,118.0
ARR0017448,2026-07-23,MANDI002,Wheat,PBW-343,272.97,False,
ARR0001388,2026-07-23,MANDI003,Rice,PBW-343,45.65,False,73.0
ARR0014398,2026-07-23,MANDI004,Sugarcane,Local,115.66,False,39.0
ARR0011190,2026-07-23,MANDI005,Maize,Premium,168.44,False,103.0
ARR0024155,2026-07-23,MANDI005,Wheat,,495.73,True,127.0
ARR0012483,2026-07-23,MANDI005,Rice,Local,13.35,False,140.0
ARR0011684,2026-07-23,MANDI005,Mustard,Pusa-1121,8.86,False,142.0
ARR0006068,2026-07-23,MANDI006,Mustard,Hybrid,271.12,False,9.0
ARR0000776,2026-07-23,MANDI007,Maize,Premium,427.71,False,
ARR0009700,2026-07-23,MANDI008,Mustard,Premium,4.01,True,48.0
ARR0016831,2026-07-23,MANDI009,Rice,Local,223.59,False,71.0
ARR0002096,2026-07-23,MANDI009,Wheat,Pusa-1121,72.54,False,67.0
ARR0020255,2026-07-23,MANDI010,Maize,PBW-343,17.16,False,39.0
ARR0023191,2026-07-23,MANDI010,Mustard,PBW-343,132.68,False,
ARR0006547,2026-07-23,MANDI010,Wheat,Premium,485.5,False,135.0
ARR0024357,2026-07-23,MANDI011,Maize,PBW-343,2.02,True,88.0
ARR0012604,2026-07-23,MANDI011,Wheat,PBW-343,431.42,False,65.0
ARR0021900,2026-07-23,MANDI011,Maize,Pusa-1121,158.13,False,14.0
ARR0022652,2026-07-23,MANDI011,Wheat,Premium,382.99,False,112.0
ARR0009435,2026-07-23,MANDI012,Wheat,,284.86,False,
ARR0011414,2026-07-23,MANDI012,Mustard,HD-2967,376.77,False,86.0
ARR0013522,2026-07-23,MANDI012,Mustard,,4.23,False,47.0
ARR0018332,2026-07-23,MANDI013,Mustard,Hybrid,115.55,False,120.0
ARR0000416,2026-07-23,MANDI013,Cotton,PBW-343,497.89,True,35.0
ARR0018332,2026-07-23,MANDI013,Mustard,Hybrid,115.55,False,120.0
ARR0010044,2026-07-23,MANDI014,Rice,Hybrid,459.54,False,94.0
ARR0001829,2026-07-23,MANDI015,Sugarcane,,388.28,False,70.0
ARR0014048,2026-07-23,MANDI016,Maize,PBW-343,482.4,False,52.0
ARR0003575,2026-07-23,MANDI016,Maize,,142.26,False,
ARR0005851,2026-07-23,MANDI016,Cotton,,309.12,False,
ARR0002899,2026-07-23,MANDI017,Cotton,Hybrid,3.41,False,134.0
,2026-07-23,MANDI017,Rice,Pusa-1121,334.95,False,114.0
ARR0012197,2026-07-23,MANDI017,Rice,PBW-343,21.42,False,
ARR0013037,2026-07-23,MANDI017,Paddy,PBW-343,110.86,False,41.0
ARR0020991,2026-07-23,MANDI017,Wheat,,50.41,False,56.0
ARR0022822,2026-07-23,MANDI018,Sugarcane,Hybrid,384.43,False,141.0
ARR0024503,2026-07-23,MANDI018,Cotton,,435.31,False,87.0
ARR0015636,2026-07-23,MANDI018,Mustard,Hybrid,264.24,False,23.0
ARR0014996,2026-07-23,MANDI019,Cotton,,285.06,False,
ARR0022966,2026-07-23,MANDI020,Mustard,PBW-343,156.8,False,55.0
ARR0011147,2026-07-23,MANDI022,Maize,Hybrid,39.49,False,20.0
ARR0003620,2026-07-23,MANDI022,Rice,HD-2967,60.79,False,
ARR0019974,2026-07-23,MANDI022,Rice,Local,345.65,False,9.0
ARR0012199,2026-07-23,MANDI022,Maize,HD-2967,152.18,False,81.0
ARR0000409,2026-07-23,MANDI023,Maize,PBW-343,278.91,False,
ARR0017936,2026-07-23,MANDI023,Wheat,HD-2967,412.44,False,66.0
ARR0013853,2026-07-23,MANDI025,Cotton,HD-2967,88.95,False,
ARR0024741,2026-07-23,MANDI025,Wheat,,1.72,True,91.0
ARR0009663,2026-07-23,MANDI025,Wheat,Local,116.64,False,133.0
ARR0015704,2026-07-23,MANDI026,Sugarcane,,13.15,False,72.0
ARR0004281,2026-07-23,MANDI026,Sugarcane,PBW-343,286.32,False,148.0
ARR0017294,2026-07-23,MANDI027,Maize,Premium,255.19,False,90.0
ARR0012258,2026-07-23,MANDI027,Cotton,PBW-343,195.71,False,124.0
ARR0014397,2026-07-23,MANDI027,Cotton,Local,10.16,False,147.0
ARR0015192,2026-07-23,MANDI027,Wheat,Hybrid,440.46,False,
ARR0015192,2026-07-23,MANDI027,Wheat,Hybrid,440.46,False,
ARR0001726,2026-07-23,MANDI028,Sugarcane,,61.36,False,25.0
ARR0021573,2026-07-23,MANDI028,Sugarcane,Local,356.93,False,44.0
ARR0014314,2026-07-23,MANDI029,Maize,Premium,360.22,False,109.0
,2026-07-23,MANDI029,Rice,,105.44,False,40.0
